fk_r_billing_engine_ref_cd,x_invoice_id,sk_id,fk_r_revenue_source_ref_cd,fk_x_billing_account_hub_id,fk_x_subscription_hub_id,fk_s_change_context_id_cr,created_at,updated_at,x_created_at,fk_s_change_context_id_dl,deleted_at
STRIPE,in_17OI28HiCtHGC78F3XBOKvsL,...,SHIPPING,...,NULL,...,"2017-03-27 22:37:06.712","2017-03-27 22:37:07.051","2015-12-31 17:48:48",NULL,NULL
STRIPE,in_17OI2cHiCtHGC78FXezpBuRm,...,SHIPPING,...,NULL,...,"2017-03-27 22:37:09.319","2017-03-27 22:37:09.667","2015-12-31 17:49:18",NULL,NULL
STRIPE,in_17OeVHHiCtHGC78F4R6HBOO3,...,SHIPPING,...,NULL,...,"2017-03-27 22:37:19.094","2017-03-27 22:37:19.335","2016-01-01 17:48:23",NULL,NULL
STRIPE,in_17OeVmHiCtHGC78FyowrqYBz,...,SHIPPING,...,NULL,...,"2017-03-27 22:37:21.326","2017-03-27 22:37:21.727","2016-01-01 17:48:54",NULL,NULL
STRIPE,in_17P0yNHiCtHGC78F4rok5ADZ,...,SHIPPING,...,NULL,...,"2017-03-27 22:37:24.771","2017-03-27 22:37:24.872","2016-01-02 17:47:55",NULL,NULL
STRIPE,in_17P0yVHiCtHGC78F5hOayU5V,...,SHIPPING,...,NULL,...,"2017-03-27 22:37:25.179","2017-03-27 22:37:25.229","2016-01-02 17:48:03",NULL,NULL
STRIPE,in_17PNS3HiCtHGC78FBTury53g,...,SHIPPING,...,NULL,...,"2017-03-27 22:37:27.106","2017-03-27 22:37:27.371","2016-01-03 17:48:03",NULL,NULL
STRIPE,in_17PNSXHiCtHGC78FJRo8OBUc,...,SHIPPING,...,NULL,...,"2017-03-27 22:37:29.026","2017-03-27 22:37:29.081","2016-01-03 17:48:33",NULL,NULL
STRIPE,in_17PjvZHiCtHGC78FCQdRxqrg,...,SHIPPING,...,NULL,...,"2017-03-27 22:37:31.030","2017-03-27 22:37:31.136","2016-01-04 17:48:01",NULL,NULL
STRIPE,in_17PjvjHiCtHGC78FEYh6a9lo,...,SHIPPING,...,NULL,...,"2017-03-27 22:37:31.535","2017-03-27 22:37:31.563","2016-01-04 17:48:11",NULL,NULL
STRIPE,in_17Q6P7HiCtHGC78FZY987NWQ,...,SHIPPING,...,NULL,...,"2017-03-27 22:37:32.825","2017-03-27 22:37:33.195","2016-01-05 17:48:01",NULL,NULL
STRIPE,in_17Q6Q4HiCtHGC78FPQGGcNIl,...,SHIPPING,...,NULL,...,"2017-03-27 22:37:37.300","2017-03-27 22:37:37.718","2016-01-05 17:49:00",NULL,NULL
STRIPE,in_17QSshHiCtHGC78Fzf3X9s01,...,SHIPPING,...,NULL,...,"2017-03-27 22:37:41.117","2017-03-27 22:37:41.482","2016-01-06 17:48:03",NULL,NULL
STRIPE,in_17QSt8HiCtHGC78FRUywFaAb,...,SHIPPING,...,NULL,...,"2017-03-27 22:37:43.223","2017-03-27 22:37:43.672","2016-01-06 17:48:30",NULL,NULL
STRIPE,in_17QpM6HiCtHGC78FL1Z2mfxm,...,SHIPPING,...,NULL,...,"2017-03-27 22:37:49.938","2017-03-27 22:37:50.294","2016-01-07 17:47:54",NULL,NULL
STRIPE,in_17QpMSHiCtHGC78FgL1bpl99,...,SHIPPING,...,NULL,...,"2017-03-27 22:37:52.061","2017-03-27 22:37:52.526","2016-01-07 17:48:16",NULL,NULL
STRIPE,in_17RBq8HiCtHGC78FnuV6wfPY,...,SHIPPING,...,NULL,...,"2017-03-27 22:38:03.142","2017-03-27 22:38:03.392","2016-01-08 17:48:24",NULL,NULL
STRIPE,in_17RBqSHiCtHGC78F97nVbYCh,...,SHIPPING,...,NULL,...,"2017-03-27 22:38:04.732","2017-03-27 22:38:05.068","2016-01-08 17:48:44",NULL,NULL
STRIPE,in_17RYJdHiCtHGC78FetZRw1UV,...,SHIPPING,...,NULL,...,"2017-03-27 22:38:13.581","2017-03-27 22:38:14.011","2016-01-09 17:48:21",NULL,NULL
STRIPE,in_17RYKEHiCtHGC78FEF3fHlug,...,SHIPPING,...,NULL,...,"2017-03-27 22:38:16.503","2017-03-27 22:38:16.905","2016-01-09 17:48:58",NULL,NULL
STRIPE,in_17RumuHiCtHGC78FEY3eWy5c,...,SHIPPING,...,NULL,...,"2017-03-27 22:38:20.961","2017-03-27 22:38:21.183","2016-01-10 17:48:04",NULL,NULL
STRIPE,in_17Run8HiCtHGC78Fk5PerjIH,...,SHIPPING,...,NULL,...,"2017-03-27 22:38:22.368","2017-03-27 22:38:22.590","2016-01-10 17:48:18",NULL,NULL
STRIPE,in_17SHGAHiCtHGC78FDvtM3a04,...,SHIPPING,...,NULL,...,"2017-03-27 22:38:24.645","2017-03-27 22:38:24.717","2016-01-11 17:47:46",NULL,NULL
STRIPE,in_17SdjnHiCtHGC78F78wGOnXu,...,SHIPPING,...,NULL,...,"2017-03-27 22:38:26.656","2017-03-27 22:38:27.003","2016-01-12 17:47:51",NULL,NULL
STRIPE,in_17SdkPHiCtHGC78F6vOgbKGz,...,SHIPPING,...,NULL,...,"2017-03-27 22:38:30.304","2017-03-27 22:38:30.609","2016-01-12 17:48:29",NULL,NULL
STRIPE,in_17T0DVHiCtHGC78FGhPsR8Ol,...,SHIPPING,...,NULL,...,"2017-03-27 22:38:35.752","2017-03-27 22:38:36.151","2016-01-13 17:48:01",NULL,NULL
STRIPE,in_17T0DmHiCtHGC78Fnk1CyL8o,...,SHIPPING,...,NULL,...,"2017-03-27 22:38:37.626","2017-03-27 22:38:37.934","2016-01-13 17:48:18",NULL,NULL
STRIPE,in_17TMgpHiCtHGC78FTvFnvENM,...,SHIPPING,...,NULL,...,"2017-03-27 22:38:42.835","2017-03-27 22:38:43.253","2016-01-14 17:47:47",NULL,NULL
STRIPE,in_17TMhWHiCtHGC78Fi0rNEN1M,...,SHIPPING,...,NULL,...,"2017-03-27 22:38:46.057","2017-03-27 22:38:46.436","2016-01-14 17:48:30",NULL,NULL
STRIPE,in_17TjAOHiCtHGC78F28oeieB7,...,SHIPPING,...,NULL,...,"2017-03-27 22:38:52.458","2017-03-27 22:38:52.872","2016-01-15 17:47:48",NULL,NULL
STRIPE,in_17TjAYHiCtHGC78FEcdY1hB7,...,SHIPPING,...,NULL,...,"2017-03-27 22:38:53.985","2017-03-27 22:38:56.449","2016-01-15 17:47:58",NULL,NULL
STRIPE,in_17U5dnHiCtHGC78FohXVDVPE,...,SHIPPING,...,NULL,...,"2017-03-27 22:38:57.961","2017-03-27 22:38:58.311","2016-01-16 17:47:39",NULL,NULL
STRIPE,in_17U5eJHiCtHGC78F2TpmElk7,...,SHIPPING,...,NULL,...,"2017-03-27 22:39:00.748","2017-03-27 22:39:01.042","2016-01-16 17:48:11",NULL,NULL
STRIPE,in_17US7QHiCtHGC78Fl3YuF5JX,...,SHIPPING,...,NULL,...,"2017-03-27 22:39:05.192","2017-03-27 22:39:05.456","2016-01-17 17:47:44",NULL,NULL
STRIPE,in_17US7bHiCtHGC78FmDrmglwX,...,SHIPPING,...,NULL,...,"2017-03-27 22:39:06.326","2017-03-27 22:39:06.568","2016-01-17 17:47:55",NULL,NULL
STRIPE,in_17UoaiHiCtHGC78F5M8NMM3C,...,SHIPPING,...,NULL,...,"2017-03-27 22:39:09.808","2017-03-27 22:39:09.845","2016-01-18 17:47:28",NULL,NULL
STRIPE,in_17VB4AHiCtHGC78FGta0H9C9,...,SHIPPING,...,NULL,...,"2017-03-27 22:39:10.607","2017-03-27 22:39:10.670","2016-01-19 17:47:22",NULL,NULL
STRIPE,in_17VB4mHiCtHGC78FtGV8jaFr,...,SHIPPING,...,NULL,...,"2017-03-27 22:39:12.039","2017-03-27 22:39:12.184","2016-01-19 17:48:00",NULL,NULL
STRIPE,in_17VXYRHiCtHGC78Foa3oQYTW,...,SHIPPING,...,NULL,...,"2017-03-27 22:39:15.749","2017-03-27 22:39:16.271","2016-01-20 17:48:07",NULL,NULL
STRIPE,in_17VXZDHiCtHGC78FwSkaCuUT,...,SHIPPING,...,NULL,...,"2017-03-27 22:39:19.189","2017-03-27 22:39:19.592","2016-01-20 17:48:55",NULL,NULL
STRIPE,in_17Vu1RHiCtHGC78F0SawZOea,...,SHIPPING,...,NULL,...,"2017-03-27 22:39:22.675","2017-03-27 22:39:23.202","2016-01-21 17:47:33",NULL,NULL
STRIPE,in_17Vu2LHiCtHGC78FGxe4c4GM,...,SHIPPING,...,NULL,...,"2017-03-27 22:39:26.839","2017-03-27 22:39:27.130","2016-01-21 17:48:29",NULL,NULL
STRIPE,in_17WGUtHiCtHGC78FTTr8PVj8,...,SHIPPING,...,NULL,...,"2017-03-27 22:39:30.310","2017-03-27 22:39:30.732","2016-01-22 17:47:27",NULL,NULL
STRIPE,in_17WGVPHiCtHGC78FSN2qfFoI,...,SHIPPING,...,NULL,...,"2017-03-27 22:39:33.198","2017-03-27 22:39:33.420","2016-01-22 17:47:59",NULL,NULL
STRIPE,in_17WcyTHiCtHGC78Fz9wZY0N3,...,SHIPPING,...,NULL,...,"2017-03-27 22:39:38.009","2017-03-27 22:39:38.549","2016-01-23 17:47:29",NULL,NULL
STRIPE,in_17WczDHiCtHGC78FuG0qG5UX,...,SHIPPING,...,NULL,...,"2017-03-27 22:39:41.894","2017-03-27 22:39:42.153","2016-01-23 17:48:15",NULL,NULL
STRIPE,in_17WzRvHiCtHGC78FdTQbtu4W,...,SHIPPING,...,NULL,...,"2017-03-27 22:39:45.798","2017-03-27 22:39:46.000","2016-01-24 17:47:23",NULL,NULL
STRIPE,in_17WzSDHiCtHGC78FfBYJrhRC,...,SHIPPING,...,NULL,...,"2017-03-27 22:39:47.082","2017-03-27 22:39:47.333","2016-01-24 17:47:41",NULL,NULL
STRIPE,in_17XKVKHiCtHGC78FNfrdW7CZ,...,PRIMARY,...,...,...,"2017-03-27 22:39:48.946","2017-03-27 22:39:48.980","2016-01-25 16:16:18",NULL,NULL
STRIPE,in_17XLvCHiCtHGC78FTDLP0xhr,...,SHIPPING,...,NULL,...,"2017-03-27 22:39:49.186","2017-03-27 22:39:49.215","2016-01-25 17:47:06",NULL,NULL
STRIPE,in_17XLvGHiCtHGC78FKCivdIoo,...,SHIPPING,...,NULL,...,"2017-03-27 22:39:49.386","2017-03-27 22:39:49.433","2016-01-25 17:47:10",NULL,NULL
STRIPE,in_17XiOtHiCtHGC78FiKDPKfyt,...,SHIPPING,...,NULL,...,"2017-03-27 22:39:51.100","2017-03-27 22:39:51.538","2016-01-26 17:47:15",NULL,NULL
STRIPE,in_17XiPLHiCtHGC78F9BbqDXwX,...,SHIPPING,...,NULL,...,"2017-03-27 22:39:53.840","2017-03-27 22:39:54.166","2016-01-26 17:47:43",NULL,NULL
STRIPE,in_17Y4sYHiCtHGC78Fv9nIvg0M,...,SHIPPING,...,NULL,...,"2017-03-27 22:39:58.384","2017-03-27 22:39:58.881","2016-01-27 17:47:22",NULL,NULL
STRIPE,in_17Y4t3HiCtHGC78FPRRUf6Tq,...,SHIPPING,...,NULL,...,"2017-03-27 22:40:00.945","2017-03-27 22:40:01.191","2016-01-27 17:47:53",NULL,NULL
STRIPE,in_17YRM4HiCtHGC78FvmrZOcwZ,...,SHIPPING,...,NULL,...,"2017-03-27 22:40:06.999","2017-03-27 22:40:07.525","2016-01-28 17:47:20",NULL,NULL
STRIPE,in_17YRMfHiCtHGC78F2dPPk277,...,SHIPPING,...,NULL,...,"2017-03-27 22:40:10.335","2017-03-27 22:40:10.612","2016-01-28 17:47:57",NULL,NULL
STRIPE,in_17YnpfHiCtHGC78FxyKaeRH0,...,SHIPPING,...,NULL,...,"2017-03-27 22:40:15.077","2017-03-27 22:40:15.605","2016-01-29 17:47:23",NULL,NULL
STRIPE,in_17Ynq3HiCtHGC78Fe0EAzZNZ,...,SHIPPING,...,NULL,...,"2017-03-27 22:40:17.464","2017-03-27 22:40:17.671","2016-01-29 17:47:47",NULL,NULL
STRIPE,in_17ZAItHiCtHGC78F83eFxvus,...,SHIPPING,...,NULL,...,"2017-03-27 22:40:22.468","2017-03-27 22:40:22.815","2016-01-30 17:47:03",NULL,NULL
STRIPE,in_17ZAJ1HiCtHGC78FHoEz096b,...,SHIPPING,...,NULL,...,"2017-03-27 22:40:23.628","2017-03-27 22:40:23.704","2016-01-30 17:47:11",NULL,NULL
STRIPE,in_17ZWmRHiCtHGC78FOLyVikbP,...,SHIPPING,...,NULL,...,"2017-03-27 22:40:28.245","2017-03-27 22:40:28.620","2016-01-31 17:47:03",NULL,NULL
STRIPE,in_17ZWmuHiCtHGC78FZo9kw1lk,...,SHIPPING,...,NULL,...,"2017-03-27 22:40:30.326","2017-03-27 22:40:30.396","2016-01-31 17:47:32",NULL,NULL
STRIPE,in_17ZtFmHiCtHGC78FOrbJHgcd,...,SHIPPING,...,NULL,...,"2017-03-27 22:40:32.234","2017-03-27 22:40:32.263","2016-02-01 17:46:50",NULL,NULL
STRIPE,in_17ZtFuHiCtHGC78FgzlFkPW1,...,SHIPPING,...,NULL,...,"2017-03-27 22:40:32.522","2017-03-27 22:40:32.550","2016-02-01 17:46:58",NULL,NULL
STRIPE,in_17aFjeHiCtHGC78FPIK25zdD,...,SHIPPING,...,NULL,...,"2017-03-27 22:40:34.106","2017-03-27 22:40:34.554","2016-02-02 17:47:10",NULL,NULL
STRIPE,in_17aFk2HiCtHGC78FiRdhlM5h,...,SHIPPING,...,NULL,...,"2017-03-27 22:40:36.461","2017-03-27 22:40:36.666","2016-02-02 17:47:34",NULL,NULL
STRIPE,in_17acCrHiCtHGC78FHHnKmpTv,...,SHIPPING,...,NULL,...,"2017-03-27 22:40:40.886","2017-03-27 22:40:41.160","2016-02-03 17:46:49",NULL,NULL
STRIPE,in_17acDEHiCtHGC78FaNmtKSta,...,SHIPPING,...,NULL,...,"2017-03-27 22:40:42.644","2017-03-27 22:40:43.057","2016-02-03 17:47:12",NULL,NULL
STRIPE,in_17ayghHiCtHGC78FAr7xmtbm,...,SHIPPING,...,NULL,...,"2017-03-27 22:40:50.023","2017-03-27 22:41:03.500","2016-02-04 17:47:07",NULL,NULL
STRIPE,in_17ayh3HiCtHGC78Fru49snQr,...,SHIPPING,...,NULL,...,"2017-03-27 22:40:52.614","2017-03-27 22:40:52.909","2016-02-04 17:47:29",NULL,NULL
STRIPE,in_17bLAHHiCtHGC78FbeWXZiA1,...,SHIPPING,...,NULL,...,"2017-03-27 22:41:06.376","2017-03-27 22:41:06.773","2016-02-05 17:47:09",NULL,NULL
STRIPE,in_17bLAjHiCtHGC78FQ0HhgXEW,...,SHIPPING,...,NULL,...,"2017-03-27 22:41:08.359","2017-03-27 22:41:08.463","2016-02-05 17:47:37",NULL,NULL
STRIPE,in_17bhdjHiCtHGC78FCALIrQqG,...,SHIPPING,...,NULL,...,"2017-03-27 22:41:12.111","2017-03-27 22:41:12.581","2016-02-06 17:47:03",NULL,NULL
STRIPE,in_17bheIHiCtHGC78FARLttv8Q,...,SHIPPING,...,NULL,...,"2017-03-27 22:41:15.416","2017-03-27 22:41:15.497","2016-02-06 17:47:38",NULL,NULL
STRIPE,in_17c475HiCtHGC78Fu7nNzVNX,...,SHIPPING,...,NULL,...,"2017-03-27 22:41:17.558","2017-03-27 22:41:17.863","2016-02-07 17:46:51",NULL,NULL
STRIPE,in_17c47JHiCtHGC78F1mHZeud4,...,SHIPPING,...,NULL,...,"2017-03-27 22:41:18.845","2017-03-27 22:41:18.949","2016-02-07 17:47:05",NULL,NULL
STRIPE,in_17cQaOHiCtHGC78FSq3Y5HFH,...,SHIPPING,...,NULL,...,"2017-03-27 22:41:21.206","2017-03-27 22:41:21.243","2016-02-08 17:46:36",NULL,NULL
STRIPE,in_17cQabHiCtHGC78Fmege4s6o,...,SHIPPING,...,NULL,...,"2017-03-27 22:41:21.668","2017-03-27 22:41:21.705","2016-02-08 17:46:49",NULL,NULL
STRIPE,in_17cn4JHiCtHGC78FKkOhZ7fw,...,SHIPPING,...,NULL,...,"2017-03-27 22:41:23.933","2017-03-27 22:41:24.421","2016-02-09 17:46:59",NULL,NULL
STRIPE,in_17cn51HiCtHGC78FUiaAFRlI,...,SHIPPING,...,NULL,...,"2017-03-27 22:41:26.920","2017-03-27 22:41:26.993","2016-02-09 17:47:43",NULL,NULL
STRIPE,in_17d9XcHiCtHGC78F6SFnmAfO,...,SHIPPING,...,NULL,...,"2017-03-27 22:41:28.785","2017-03-27 22:41:29.214","2016-02-10 17:46:44",NULL,NULL
STRIPE,in_17d9YJHiCtHGC78FyNy1tBow,...,SHIPPING,...,NULL,...,"2017-03-27 22:41:32.296","2017-03-27 22:41:32.391","2016-02-10 17:47:27",NULL,NULL
STRIPE,in_17dW1CHiCtHGC78F6b3gtOPh,...,SHIPPING,...,NULL,...,"2017-03-27 22:41:35.587","2017-03-27 22:41:36.098","2016-02-11 17:46:46",NULL,NULL
STRIPE,in_17dW1WHiCtHGC78F79MPOtml,...,SHIPPING,...,NULL,...,"2017-03-27 22:41:37.559","2017-03-27 22:41:37.660","2016-02-11 17:47:06",NULL,NULL
STRIPE,in_17dsUfHiCtHGC78F6nPLUhst,...,SHIPPING,...,NULL,...,"2017-03-27 22:41:43.180","2017-03-27 22:41:43.671","2016-02-12 17:46:41",NULL,NULL
STRIPE,in_17dsV8HiCtHGC78F5wCVvSC9,...,SHIPPING,...,NULL,...,"2017-03-27 22:41:45.786","2017-03-27 22:41:45.886","2016-02-12 17:47:10",NULL,NULL
STRIPE,in_17eEyGHiCtHGC78Fthx2QSpl,...,SHIPPING,...,NULL,...,"2017-03-27 22:41:49.898","2017-03-27 22:41:50.571","2016-02-13 17:46:44",NULL,NULL
STRIPE,in_17eEz9HiCtHGC78FHwosh9FN,...,SHIPPING,...,NULL,...,"2017-03-27 22:41:54.486","2017-03-27 22:41:54.584","2016-02-13 17:47:39",NULL,NULL
STRIPE,in_17ebRpHiCtHGC78F1s1uczm7,...,SHIPPING,...,NULL,...,"2017-03-27 22:41:58.076","2017-03-27 22:41:58.592","2016-02-14 17:46:45",NULL,NULL
STRIPE,in_17ebSOHiCtHGC78F6ginv3b8,...,SHIPPING,...,NULL,...,"2017-03-27 22:42:00.976","2017-03-27 22:42:01.021","2016-02-14 17:47:20",NULL,NULL
STRIPE,in_17exuxHiCtHGC78FhfXduglu,...,SHIPPING,...,NULL,...,"2017-03-27 22:42:01.609","2017-03-27 22:42:01.655","2016-02-15 17:46:19",NULL,NULL
STRIPE,in_17fKOSHiCtHGC78FEkpJFjOQ,...,SHIPPING,...,NULL,...,"2017-03-27 22:42:02.394","2017-03-27 22:42:02.483","2016-02-16 17:46:16",NULL,NULL
STRIPE,in_17fKObHiCtHGC78FcX3ofkQZ,...,SHIPPING,...,NULL,...,"2017-03-27 22:42:02.958","2017-03-27 22:42:02.986","2016-02-16 17:46:25",NULL,NULL
STRIPE,in_17fgs3HiCtHGC78FNwQoUNxp,...,SHIPPING,...,NULL,...,"2017-03-27 22:42:04.310","2017-03-27 22:42:04.561","2016-02-17 17:46:19",NULL,NULL
STRIPE,in_17fgt3HiCtHGC78F68u2B9Kj,...,SHIPPING,...,NULL,...,"2017-03-27 22:42:08.913","2017-03-27 22:42:09.589","2016-02-17 17:47:21",NULL,NULL
STRIPE,in_17g3M7HiCtHGC78FWQo7VXQU,...,SHIPPING,...,NULL,...,"2017-03-27 22:42:17.138","2017-03-27 22:42:17.850","2016-02-18 17:46:51",NULL,NULL
STRIPE,in_17g3MSHiCtHGC78FpxtXtboD,...,SHIPPING,...,NULL,...,"2017-03-27 22:42:19.703","2017-03-27 22:42:19.947","2016-02-18 17:47:12",NULL,NULL
STRIPE,in_17gPpQHiCtHGC78Fn8v2bVTi,...,SHIPPING,...,NULL,...,"2017-03-27 22:42:25.251","2017-03-27 22:42:25.899","2016-02-19 17:46:36",NULL,NULL
STRIPE,in_17gPpkHiCtHGC78FtAPh97aB,...,SHIPPING,...,NULL,...,"2017-03-27 22:42:28.112","2017-03-27 22:42:28.332","2016-02-19 17:46:56",NULL,NULL
STRIPE,in_17gmIqHiCtHGC78FOUnsx9Fy,...,SHIPPING,...,NULL,...,"2017-03-27 22:42:33.931","2017-03-27 22:42:34.019","2016-02-20 17:46:28",NULL,NULL
STRIPE,in_17gmJAHiCtHGC78FAPCopciV,...,SHIPPING,...,NULL,...,"2017-03-27 22:42:35.134","2017-03-27 22:42:35.528","2016-02-20 17:46:48",NULL,NULL
STRIPE,in_17h8mLHiCtHGC78FJzn7nfpD,...,SHIPPING,...,NULL,...,"2017-03-27 22:42:40.957","2017-03-27 22:42:41.362","2016-02-21 17:46:25",NULL,NULL
STRIPE,in_17h8mbHiCtHGC78FUVamK5Vp,...,SHIPPING,...,NULL,...,"2017-03-27 22:42:42.671","2017-03-27 22:42:42.742","2016-02-21 17:46:41",NULL,NULL
STRIPE,in_17hVFSHiCtHGC78FEZ2tebb9,...,SHIPPING,...,NULL,...,"2017-03-27 22:42:45.316","2017-03-27 22:42:45.818","2016-02-22 17:45:58",NULL,NULL
STRIPE,in_17hVFdHiCtHGC78FcxDySqMH,...,SHIPPING,...,NULL,...,"2017-03-27 22:42:45.668","2017-03-27 22:42:45.722","2016-02-22 17:46:09",NULL,NULL
STRIPE,in_17hrjXHiCtHGC78Fskz6jsPK,...,SHIPPING,...,NULL,...,"2017-03-27 22:42:49.240","2017-03-27 22:42:49.710","2016-02-23 17:46:31",NULL,NULL
STRIPE,in_17hrjhHiCtHGC78FXjckLsAA,...,SHIPPING,...,NULL,...,"2017-03-27 22:42:50.858","2017-03-27 22:42:50.930","2016-02-23 17:46:41",NULL,NULL
STRIPE,in_17iECyHiCtHGC78F4DxhYl2q,...,SHIPPING,...,NULL,...,"2017-03-27 22:42:56.022","2017-03-27 22:42:56.614","2016-02-24 17:46:24",NULL,NULL
STRIPE,in_17iEDUHiCtHGC78FjizHvnSl,...,SHIPPING,...,NULL,...,"2017-03-27 22:42:58.752","2017-03-27 22:42:58.961","2016-02-24 17:46:56",NULL,NULL
STRIPE,in_17iZboHiCtHGC78F2aY2bYXf,...,PRIMARY,...,...,...,"2017-03-27 22:43:01.843","2017-03-27 22:43:08.808","2016-02-25 16:37:28",NULL,NULL
STRIPE,in_17iagfHiCtHGC78Fj03olLgD,...,SHIPPING,...,NULL,...,"2017-03-27 22:43:04.065","2017-03-27 22:43:04.519","2016-02-25 17:46:33",NULL,NULL
STRIPE,in_17iahHHiCtHGC78Fem0Dqgi3,...,SHIPPING,...,NULL,...,"2017-03-27 22:43:06.914","2017-03-27 22:43:07.012","2016-02-25 17:47:11",NULL,NULL
STRIPE,in_17ixAHHiCtHGC78FqDtZgCDz,...,SHIPPING,...,NULL,...,"2017-03-27 22:43:13.037","2017-03-27 22:43:13.547","2016-02-26 17:46:37",NULL,NULL
STRIPE,in_17ixApHiCtHGC78FJfwVrXgY,...,SHIPPING,...,NULL,...,"2017-03-27 22:43:15.524","2017-03-27 22:43:15.589","2016-02-26 17:47:11",NULL,NULL
STRIPE,in_17jJhkHiCtHGC78FsU5TLrm8,...,SHIPPING,...,NULL,...,"2017-03-27 22:43:18.368","2017-03-27 22:43:18.867","2016-02-27 17:50:40",NULL,NULL
STRIPE,in_17jJiDHiCtHGC78Favj02IFK,...,SHIPPING,...,NULL,...,"2017-03-27 22:43:20.646","2017-03-27 22:43:20.725","2016-02-27 17:51:09",NULL,NULL
STRIPE,in_17jgB6HiCtHGC78F6RWZdBLn,...,SHIPPING,...,NULL,...,"2017-03-27 22:43:24.826","2017-03-27 22:43:25.141","2016-02-28 17:50:28",NULL,NULL
STRIPE,in_17jgBjHiCtHGC78FVScD2Plh,...,SHIPPING,...,NULL,...,"2017-03-27 22:43:26.949","2017-03-27 22:43:26.994","2016-02-28 17:51:07",NULL,NULL
STRIPE,in_17k2eLHiCtHGC78FLyjG2mQa,...,SHIPPING,...,NULL,...,"2017-03-27 22:43:28.402","2017-03-27 22:43:28.483","2016-02-29 17:50:09",NULL,NULL
STRIPE,in_17kP8SHiCtHGC78Fr3J356DM,...,SHIPPING,...,NULL,...,"2017-03-27 22:43:32.223","2017-03-27 22:43:32.764","2016-03-01 17:50:44",NULL,NULL
